checklist_id,term,baseline_rating,baseline_file,baseline_line,baseline_dp_id,baseline_section,baseline_commit,first_use_file,first_use_line,recommended_file,recommended_section,relocation_priority,conceptual_home,decision,reason_code,reason_why,reason_quality,before_evidence_ref,after_file,after_line,after_dp_id,after_section,after_commit,after_evidence_ref,phase1_status,phase2_status,final_quality,notes
PQ-035,mutable variable,poor,values.rst,273,fls_kBX7Qa4S2VnM,Variables,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,469,expressions.rst,Place Expressions,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before values.rst:273 fls_kBX7Qa4S2VnM separated mutable variable from place expression mutability criteria. After expressions.rst:469 fls_m0gbw9myylv2 defines it where first-use legality depends on it with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=mutable variable,expressions.rst,469,fls_m0gbw9myylv2,Place Expressions,125aa4b4f1f9abae9316da89c861d5976170524c,src/expressions.rst:469,completed,pending,resolved-high,
PQ-036,name,poor,entities-and-resolution.rst,38,fls_40d2g0hvq2il,Entities,1c2c2b73313fb48987ed02ac044ff68cec69968e,lexical-elements.rst,488,entities-and-resolution.rst,Visibility,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before entities-and-resolution.rst:38 fls_40d2g0hvq2il defined name before visibility rules that first constrain name access. After entities-and-resolution.rst:151 fls_7kpepal8ghuj defines it at that first normative use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=name,entities-and-resolution.rst,151,fls_7kpepal8ghuj,Visibility,125aa4b4f1f9abae9316da89c861d5976170524c,src/entities-and-resolution.rst:151,completed,pending,resolved-high,
PQ-037,operand,poor,expressions.rst,90,fls_gwgttltgjma4,Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,statements.rst,189,expressions.rst,Type Cast Expressions,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before expressions.rst:90 fls_gwgttltgjma4 defined operand in the chapter prologue away from cast semantics that repeatedly consume it. After expressions.rst:2182 fls_ltioqbhl14g0 defines operand at the type cast first-use anchor with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=operand,expressions.rst,2182,fls_ltioqbhl14g0,Type Cast Expressions,125aa4b4f1f9abae9316da89c861d5976170524c,src/expressions.rst:2182,completed,pending,resolved-high,
PQ-038,pattern-without-alternation,poor,patterns.rst,48,fls_mp6i4blzexnu,Patterns,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,869,ownership-and-deconstruction.rst,Drop Order,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before patterns.rst:48 fls_mp6i4blzexnu left macro fragment constraints with a forward dependency. After macros.rst:869 fls_2zjed913qpvi defines pattern-without-alternation where pat_param first requires it with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=pattern-without-alternation,macros.rst,869,fls_2zjed913qpvi,Token Matching,125aa4b4f1f9abae9316da89c861d5976170524c,src/macros.rst:869,completed,pending,resolved-high,
PQ-039,pattern-without-range,poor,patterns.rst,51,fls_JJ1fJa1SsaWh,Patterns,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,652,macros.rst,Macro Expansion,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before patterns.rst:51 fls_JJ1fJa1SsaWh delayed pattern-without-range from macro expansion context expectations. After macros.rst:652 fls_tu6kmwm4v9nj defines it at first expansion requirement use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=pattern-without-range,macros.rst,652,fls_tu6kmwm4v9nj,Macro Expansion,125aa4b4f1f9abae9316da89c861d5976170524c,src/macros.rst:652,completed,pending,resolved-high,
PQ-040,pointer,poor,types-and-traits.rst,1175,fls_TGJQnwS4v9nZ,Indirection Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2243,expressions.rst,Type Cast Expressions,high,false,relocated to first use,relocate-first-use-owner,Before types-and-traits.rst:1175 fls_TGJQnwS4v9nZ required a forward lookup for address-to-pointer cast behavior. After expressions.rst:2244 fls_59mpteeczzo defines pointer at that cast first use and improves discoverability with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=pointer,expressions.rst,2244,fls_59mpteeczzo,Type Cast Expressions,125aa4b4f1f9abae9316da89c861d5976170524c,src/expressions.rst:2244,completed,pending,resolved-high,
PQ-041,qualified path expression,poor,entities-and-resolution.rst,394,fls_7sm3206va03c,Paths,1c2c2b73313fb48987ed02ac044ff68cec69968e,patterns.rst,398,patterns.rst,Path Patterns,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before entities-and-resolution.rst:394 fls_7sm3206va03c required forward lookup from path pattern legality. After patterns.rst:398 fls_bv9psmitxfuw defines qualified path expression at first pattern use and improves discoverability with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=qualified path expression,patterns.rst,398,fls_bv9psmitxfuw,Path Patterns,820327dbe077f3601e0445804e6e2d7a67751bf3,src/patterns.rst:398,completed,pending,resolved-high,
PQ-042,record enum variant,poor,types-and-traits.rst,789,fls_9vlr65nzdwf2,Enum Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3323,expressions.rst,Struct Expressions,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before types-and-traits.rst:789 fls_9vlr65nzdwf2 separated record enum variant from struct expression legality. After expressions.rst:3324 fls_ccqomsereni2 defines it where constructee rules first depend on it with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=record enum variant,expressions.rst,3324,fls_ccqomsereni2,Struct Expressions,820327dbe077f3601e0445804e6e2d7a67751bf3,src/expressions.rst:3324,completed,pending,resolved-high,
PQ-043,renaming,poor,program-structure-and-compilation.rst,181,fls_2v7k7p4v0xra,Crate Imports,1c2c2b73313fb48987ed02ac044ff68cec69968e,entities-and-resolution.rst,968,entities-and-resolution.rst,Use Imports,high,false,relocated to conceptual owner,relocate-conceptual-owner,Before program-structure-and-compilation.rst:181 fls_2v7k7p4v0xra placed renaming away from import resolution behavior. After entities-and-resolution.rst:1071 fls_2bkcn83smy2y defines it in Use Imports where lookup semantics consume it with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=renaming,entities-and-resolution.rst,1071,fls_2bkcn83smy2y,Use Imports,820327dbe077f3601e0445804e6e2d7a67751bf3,src/entities-and-resolution.rst:1071,completed,pending,resolved-high,
PQ-044,representation modifier,poor,attributes.rst,1567,fls_8l5b6qxw0c9d,Attribute ``repr``,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,1854,types-and-traits.rst,Type Representation,low_forward_ref,true,relocated to conceptual owner,relocate-conceptual-owner,Before attributes.rst:1567 fls_8l5b6qxw0c9d kept representation modifier outside type representation rules. After types-and-traits.rst:1854 fls_qkkc8x2oghst defines it in the canonical layout ownership section with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=representation modifier,types-and-traits.rst,1854,fls_qkkc8x2oghst,Type Representation,820327dbe077f3601e0445804e6e2d7a67751bf3,src/types-and-traits.rst:1854,completed,pending,resolved-high,
PQ-045,return type,poor,functions.rst,141,fls_vljy4mm0zca2,Functions,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,359,expressions.rst,Closure Expressions,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before functions.rst:141 fls_vljy4mm0zca2 required forward reading from closure typing semantics. After expressions.rst:3830 fls_UgJgur0z6d4a defines return type where closure type derivation first uses it with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=return type,expressions.rst,3830,fls_UgJgur0z6d4a,Closure Expressions,820327dbe077f3601e0445804e6e2d7a67751bf3,src/expressions.rst:3830,completed,pending,resolved-high,
PQ-046,safety invariant,poor,unsafety.rst,21,fls_9k2m4p7q1v6n,Unsafety,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,665,attributes.rst,Attribute ``naked``,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before unsafety.rst:21 fls_9k2m4p7q1v6n delayed safety invariant for naked attribute undefined behavior rules. After attributes.rst:874 fls_0tYMAQY1V55p defines it at first operational use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=safety invariant,attributes.rst,874,fls_0tYMAQY1V55p,Attribute ``naked``,820327dbe077f3601e0445804e6e2d7a67751bf3,src/attributes.rst:874,completed,pending,resolved-high,
PQ-047,self parameter,poor,functions.rst,71,fls_ymeo93t4mz4,Functions,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,3178,types-and-traits.rst,Object Safety,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before functions.rst:71 fls_ymeo93t4mz4 separated self parameter from object safety constraints that first reference it. After types-and-traits.rst:3178 fls_k1vc9vd8at92 improves ordering and discoverability with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=self parameter,types-and-traits.rst,3178,fls_k1vc9vd8at92,Object Safety,820327dbe077f3601e0445804e6e2d7a67751bf3,src/types-and-traits.rst:3178,completed,pending,resolved-high,
PQ-048,shared reference,poor,ownership-and-deconstruction.rst,125,fls_4m2v8k1q9p0s,References,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,1322,types-and-traits.rst,Reference Types,low_forward_ref,true,relocated to conceptual owner,relocate-conceptual-owner,Before ownership-and-deconstruction.rst:125 fls_4m2v8k1q9p0s defined shared reference outside reference type guarantees. After types-and-traits.rst:1322 fls_15zdiqsm1q3p defines it in Reference Types where semantics are governed with no Rust 2021 change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=shared reference,types-and-traits.rst,1322,fls_15zdiqsm1q3p,Reference Types,820327dbe077f3601e0445804e6e2d7a67751bf3,src/types-and-traits.rst:1322,completed,pending,resolved-high,
PQ-049,size,poor,types-and-traits.rst,1694,fls_1pbwigq6f3ha,Type Layout,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2293,expressions.rst,Type Cast Expressions,high,false,relocated to first use,relocate-first-use-owner,Before types-and-traits.rst:1694 fls_1pbwigq6f3ha delayed size for numeric cast semantics that first require width behavior. After expressions.rst:2294 fls_kc3gwj9x3jnr defines size at first cast use and improves discoverability with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=size,expressions.rst,2294,fls_kc3gwj9x3jnr,Type Cast Expressions,820327dbe077f3601e0445804e6e2d7a67751bf3,src/expressions.rst:2294,completed,pending,resolved-high,
PQ-050,size operand,poor,types-and-traits.rst,581,fls_4sd5dgy2unq7,Array Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,299,expressions.rst,Array Expressions,high,false,relocated to first use,relocate-first-use-owner,Before types-and-traits.rst:581 fls_4sd5dgy2unq7 forced forward lookup from array repetition constant-context rules. After expressions.rst:299 fls_fmqar6o1bwqk defines size operand where array expression legality first depends on it with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=size operand,expressions.rst,299,fls_fmqar6o1bwqk,Array Expressions,820327dbe077f3601e0445804e6e2d7a67751bf3,src/expressions.rst:299,completed,pending,resolved-high,
PQ-051,statement,poor,statements.rst,25,fls_5t8n2p7c0m1d,Statements,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,552,macros.rst,Macro Invocation,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before statements.rst:25 fls_5t8n2p7c0m1d left macro invocation syntax with a forward dependency on statement. After macros.rst:552 fls_6v06zvi1ctub defines statement at first invocation context use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=statement,macros.rst,552,fls_6v06zvi1ctub,Macro Invocation,820327dbe077f3601e0445804e6e2d7a67751bf3,src/macros.rst:552,completed,pending,resolved-high,
PQ-052,temporary,poor,values.rst,251,fls_awpw61yofckz,Temporaries,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,434,expressions.rst,Await Expressions,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before values.rst:251 fls_awpw61yofckz separated temporary from place-expression classification where the concept is first consumed. After expressions.rst:434 fls_gv4M0DE3OMwk defines temporary at first use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=temporary,expressions.rst,434,fls_gv4M0DE3OMwk,Place Expressions,820327dbe077f3601e0445804e6e2d7a67751bf3,src/expressions.rst:434,completed,pending,resolved-high,
PQ-053,trait,poor,types-and-traits.rst,3027,fls_tani6lesan9u,Traits,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,222,entities-and-resolution.rst,Path Expression Resolution,low_forward_ref,true,relocated to conceptual owner,relocate-conceptual-owner,Before types-and-traits.rst:3027 fls_tani6lesan9u delayed trait for path expression resolution candidate lookup. After entities-and-resolution.rst:1817 fls_qeym3vbi36iv defines trait in the owning resolution workflow with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=trait,entities-and-resolution.rst,1817,fls_qeym3vbi36iv,Path Expression Resolution,820327dbe077f3601e0445804e6e2d7a67751bf3,src/entities-and-resolution.rst:1817,completed,pending,resolved-high,
PQ-054,tuple enum variant value,poor,types-and-traits.rst,797,fls_h2m9k6p4r7vd,Enum Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3459,expressions.rst,Call Expressions,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before types-and-traits.rst:797 fls_h2m9k6p4r7vd front-loaded tuple enum variant value away from call construction semantics. After expressions.rst:3460 fls_fvgfx17ossd9 defines it where call expressions first construct it with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=tuple enum variant value,expressions.rst,3460,fls_fvgfx17ossd9,Call Expressions,820327dbe077f3601e0445804e6e2d7a67751bf3,src/expressions.rst:3460,completed,pending,resolved-high,
PQ-055,tuple struct value,poor,types-and-traits.rst,952,fls_j9r1c6m3v7kw,Struct Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3459,expressions.rst,Call Expressions,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before types-and-traits.rst:952 fls_j9r1c6m3v7kw separated tuple struct value from call construction rules. After expressions.rst:3460 fls_fvgfx17ossd9 defines it in call expressions where it is first produced with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=tuple struct value,expressions.rst,3460,fls_fvgfx17ossd9,Call Expressions,820327dbe077f3601e0445804e6e2d7a67751bf3,src/expressions.rst:3460,completed,pending,resolved-high,
PQ-056,type bound predicate,poor,generics.rst,294,fls_cslGPmVjujHD,Where Clauses,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,3163,types-and-traits.rst,Object Safety,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before generics.rst:294 fls_cslGPmVjujHD required forward lookup from object safety rules involving Self bounds. After types-and-traits.rst:3179 fls_k1vc9vd8at92 defines type bound predicate at first governing use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=type bound predicate,types-and-traits.rst,3179,fls_k1vc9vd8at92,Object Safety,820327dbe077f3601e0445804e6e2d7a67751bf3,src/types-and-traits.rst:3179,completed,pending,resolved-high,
PQ-057,type parameter,poor,generics.rst,105,fls_95eooah0vcqx,Generic Parameters,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,1446,expressions.rst,Arithmetic Expressions,high,false,relocated to first use,relocate-first-use-owner,Before generics.rst:105 fls_95eooah0vcqx deferred type parameter for arithmetic operator trait implementation constraints. After expressions.rst:1446 fls_8imzo7agyx0k defines type parameter at first-use legality with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=type parameter,expressions.rst,1446,fls_8imzo7agyx0k,Arithmetic Expressions,820327dbe077f3601e0445804e6e2d7a67751bf3,src/expressions.rst:1446,completed,pending,resolved-high,
PQ-058,type specification,poor,types-and-traits.rst,54,fls_r3g5n7t2k9vq,Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,355,entities-and-resolution.rst,Scope Hierarchy,low_forward_ref,true,relocated to conceptual owner,relocate-conceptual-owner,Before types-and-traits.rst:54 fls_r3g5n7t2k9vq was detached from scope-introduction rules that depend on this syntax form. After entities-and-resolution.rst:752 fls_9k9hourczbv7 defines type specification in scope hierarchy ownership with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=type specification,entities-and-resolution.rst,752,fls_9k9hourczbv7,Scope Hierarchy,820327dbe077f3601e0445804e6e2d7a67751bf3,src/entities-and-resolution.rst:752,completed,pending,resolved-high,
PQ-059,unifiable,poor,types-and-traits.rst,2052,fls_m4p8k1v7t2qa,Type Unification,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2977,expressions.rst,Struct Expressions,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before types-and-traits.rst:2052 fls_m4p8k1v7t2qa delayed unifiable from struct initializer field compatibility checks. After expressions.rst:3270 fls_dfajs3xaxbv defines unifiable in struct expression legality with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unifiable,expressions.rst,3270,fls_dfajs3xaxbv,Struct Expressions,820327dbe077f3601e0445804e6e2d7a67751bf3,src/expressions.rst:3270,completed,pending,resolved-high,
PQ-060,unified type,poor,types-and-traits.rst,2055,fls_v7k2m9p1t4qa,Type Unification,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,710,expressions.rst,Block Expressions,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before types-and-traits.rst:2055 fls_v7k2m9p1t4qa left block-expression break typing with a forward definition dependency. After expressions.rst:710 fls_ltEygvWDtHXE defines unified type at first block-typing use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unified type,expressions.rst,710,fls_ltEygvWDtHXE,Block Expressions,820327dbe077f3601e0445804e6e2d7a67751bf3,src/expressions.rst:710,completed,pending,resolved-high,
PQ-061,unit enum variant,poor,types-and-traits.rst,786,fls_r2m9k6t1v4pa,Enum Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,652,patterns.rst,Identifier Patterns,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before types-and-traits.rst:786 fls_r2m9k6t1v4pa delayed unit enum variant for identifier pattern name resolution. After patterns.rst:175 fls_24c95c56tugl defines it at first pattern use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unit enum variant,patterns.rst,175,fls_24c95c56tugl,Identifier Patterns,125aa4b4f1f9abae9316da89c861d5976170524c,src/patterns.rst:175,completed,pending,resolved-high,
PQ-062,unit struct constant,poor,types-and-traits.rst,961,fls_6c1v8m4p2tqa,Struct Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,patterns.rst,175,patterns.rst,Identifier Patterns,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before types-and-traits.rst:961 fls_6c1v8m4p2tqa separated unit struct constant from identifier pattern binding rules. After patterns.rst:175 fls_24c95c56tugl defines it where pattern resolution first depends on it with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unit struct constant,patterns.rst,175,fls_24c95c56tugl,Identifier Patterns,125aa4b4f1f9abae9316da89c861d5976170524c,src/patterns.rst:175,completed,pending,resolved-high,
PQ-063,unit type,poor,types-and-traits.rst,699,fls_s1m7q5t2v8wn,Tuple Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,statements.rst,181,types-and-traits.rst,Type Inference,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before types-and-traits.rst:699 fls_s1m7q5t2v8wn front loaded unit type away from type inference fallback use. After types-and-traits.rst:2702 fls_l1G52a0qqEes defines it in the fallback rule with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unit type,types-and-traits.rst,2702,fls_l1G52a0qqEes,Type Inference,125aa4b4f1f9abae9316da89c861d5976170524c,src/types-and-traits.rst:2702,completed,pending,resolved-high,
PQ-064,unit value,poor,types-and-traits.rst,705,fls_y6c2p9k4m1ra,Tuple Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,740,expressions.rst,Block Expressions,high,false,relocated to first use,relocate-first-use-owner,Before types-and-traits.rst:705 fls_y6c2p9k4m1ra required forward lookup from block expression value rules. After expressions.rst:740 fls_a3ulnvyc1ut defines unit value at first governing use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unit value,expressions.rst,740,fls_a3ulnvyc1ut,Block Expressions,125aa4b4f1f9abae9316da89c861d5976170524c,src/expressions.rst:740,completed,pending,resolved-high,
PQ-065,unsafe context,poor,unsafety.rst,57,fls_jb6krd90tjmc,Unsafety,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,657,expressions.rst,Field Access Expressions,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before unsafety.rst:57 fls_jb6krd90tjmc delayed unsafe context from union field access legality. After expressions.rst:3740 fls_kddnnz8uc15b defines it where field access first requires it with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unsafe context,expressions.rst,3740,fls_kddnnz8uc15b,Field Access Expressions,125aa4b4f1f9abae9316da89c861d5976170524c,src/expressions.rst:3740,completed,pending,resolved-high,
PQ-066,unsafe function,poor,functions.rst,204,fls_7ucwmzqtittv,Functions,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,1150,unsafety.rst,Unsafety,low_forward_ref,true,relocated to conceptual owner,relocate-conceptual-owner,Before functions.rst:204 fls_7ucwmzqtittv placed unsafe function outside the unsafety legality owner. After unsafety.rst:58 fls_jb6krd90tjmc defines it where unsafe operation rules consume it with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unsafe function,unsafety.rst,58,fls_jb6krd90tjmc,Unsafety,125aa4b4f1f9abae9316da89c861d5976170524c,src/unsafety.rst:58,completed,pending,resolved-high,
PQ-067,unsafe function pointer type,poor,types-and-traits.rst,1221,fls_5dd7icjcl3nt,Function Pointer Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3494,expressions.rst,Call Expressions,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before types-and-traits.rst:1221 fls_5dd7icjcl3nt required forward lookup from call expression unsafe gating. After expressions.rst:3495 fls_8ljrgdept7s8 defines it at first call legality use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unsafe function pointer type,expressions.rst,3495,fls_8ljrgdept7s8,Call Expressions,125aa4b4f1f9abae9316da89c861d5976170524c,src/expressions.rst:3495,completed,pending,resolved-high,
PQ-068,unsafe operation,poor,unsafety.rst,29,fls_ovn9czwnwxue,Unsafety,1c2c2b73313fb48987ed02ac044ff68cec69968e,attributes.rst,1595,attributes.rst,Attribute ``unsafe``,low_forward_ref,true,relocated to first use,relocate-first-use-owner,Before unsafety.rst:29 fls_ovn9czwnwxue delayed unsafe operation from attribute unsafe behavior requirements. After attributes.rst:1595 fls_z5DTDKM9mU3o defines it at first attribute use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unsafe operation,attributes.rst,1595,fls_z5DTDKM9mU3o,Attribute ``unsafe``,125aa4b4f1f9abae9316da89c861d5976170524c,src/attributes.rst:1595,completed,pending,resolved-high,
