checklist_id,term,baseline_rating,baseline_file,baseline_line,baseline_dp_id,baseline_section,baseline_commit,first_use_file,first_use_line,recommended_file,recommended_section,relocation_priority,conceptual_home,decision,reason_code,reason_why,reason_quality,before_evidence_ref,after_file,after_line,after_dp_id,after_section,after_commit,after_evidence_ref,phase1_status,phase2_status,final_quality,notes
PQ-035,mutable variable,poor,values.rst,273,fls_kBX7Qa4S2VnM,Variables,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,469,expressions.rst,Place Expressions,low_forward_ref,true,relocated,relocate-first-use-owner,Before values.rst:273 fls_kBX7Qa4S2VnM required a chapter jump from place expression rules to resolve meaning; after expressions.rst:469 fls_m0gbw9myylv2 the definition is local to mutability context and no Rust 2021 semantic change occurs.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=mutable variable,expressions.rst,469,fls_m0gbw9myylv2,Place Expressions,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/expressions.rst:469,completed,not-started,resolved-high,
PQ-036,name,poor,entities-and-resolution.rst,38,fls_40d2g0hvq2il,Entities,1c2c2b73313fb48987ed02ac044ff68cec69968e,lexical-elements.rst,488,entities-and-resolution.rst,Visibility,low_forward_ref,true,relocated,relocate-conceptual-owner,Before entities-and-resolution.rst:38 fls_40d2g0hvq2il placed the term before visibility ownership was established; after entities-and-resolution.rst:151 fls_7kpepal8ghuj it is defined in visibility constraints where lookup scope matters with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=name,entities-and-resolution.rst,151,fls_7kpepal8ghuj,Visibility,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/entities-and-resolution.rst:151,completed,not-started,resolved-high,
PQ-037,operand,poor,expressions.rst,90,fls_gwgttltgjma4,Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,statements.rst,189,expressions.rst,Type Cast Expressions,low_forward_ref,true,relocated,relocate-first-use-owner,Before expressions.rst:90 fls_gwgttltgjma4 introduced the term in generic prose before cast legality used it; after expressions.rst:2241 fls_59mpteeczzo it is defined at the active type cast rule and no Rust 2021 semantic change occurs.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=operand,expressions.rst,2241,fls_59mpteeczzo,Type Cast Expressions,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/expressions.rst:2241,completed,not-started,resolved-high,
PQ-038,pattern-without-alternation,poor,patterns.rst,48,fls_mp6i4blzexnu,Patterns,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,869,ownership-and-deconstruction.rst,Drop Order,low_forward_ref,true,relocated,relocate-first-use-owner,Before patterns.rst:48 fls_mp6i4blzexnu was detached from the drop scope extension rule that depends on this shape; after ownership-and-deconstruction.rst:626 fls_3ycn4u1fe9h it is defined at first-use in drop scope logic with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=pattern-without-alternation,ownership-and-deconstruction.rst,626,fls_3ycn4u1fe9h,Drop Scope Extension,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/ownership-and-deconstruction.rst:626,completed,not-started,resolved-high,
PQ-039,pattern-without-range,poor,patterns.rst,51,fls_JJ1fJa1SsaWh,Patterns,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,652,macros.rst,Macro Expansion,low_forward_ref,true,relocated,relocate-first-use-owner,Before patterns.rst:51 fls_JJ1fJa1SsaWh lived away from macro expansion constraints that consume it; after macros.rst:652 fls_tu6kmwm4v9nj it is defined at expansion context selection and preserves Rust 2021 semantics.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=pattern-without-range,macros.rst,652,fls_tu6kmwm4v9nj,Macro Expansion,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/macros.rst:652,completed,not-started,resolved-high,
PQ-040,pointer,poor,types-and-traits.rst,1175,fls_TGJQnwS4v9nZ,Indirection Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2243,expressions.rst,Type Cast Expressions,high,false,relocated,relocate-first-use-owner,Before types-and-traits.rst:1175 fls_TGJQnwS4v9nZ was not near address-to-pointer cast behavior that needs the term; after expressions.rst:2244 fls_59mpteeczzo it is defined at first normative cast use and no Rust 2021 semantic change occurs.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=pointer,expressions.rst,2244,fls_59mpteeczzo,Type Cast Expressions,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/expressions.rst:2244,completed,not-started,resolved-high,
PQ-041,qualified path expression,poor,entities-and-resolution.rst,394,fls_7sm3206va03c,Paths,1c2c2b73313fb48987ed02ac044ff68cec69968e,patterns.rst,398,patterns.rst,Path Patterns,low_forward_ref,true,relocated,relocate-first-use-owner,Before entities-and-resolution.rst:394 fls_7sm3206va03c the definition sat in path taxonomy and was detached from pattern matching use; after patterns.rst:398 fls_bv9psmitxfuw it is defined at the qualified path pattern rule with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=qualified path expression,patterns.rst,398,fls_bv9psmitxfuw,Path Patterns,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/patterns.rst:398,completed,not-started,resolved-high,
PQ-042,record enum variant,poor,types-and-traits.rst,789,fls_9vlr65nzdwf2,Enum Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3323,expressions.rst,Struct Expressions,low_forward_ref,true,relocated,relocate-first-use-owner,Before types-and-traits.rst:789 fls_9vlr65nzdwf2 was remote from constructor legality; after expressions.rst:3324 fls_ccqomsereni2 it is defined at struct expression constructee checks and keeps Rust 2021 meaning unchanged.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=record enum variant,expressions.rst,3324,fls_ccqomsereni2,Struct Expressions,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/expressions.rst:3324,completed,not-started,resolved-high,
PQ-043,renaming,poor,program-structure-and-compilation.rst,181,fls_2v7k7p4v0xra,Crate Imports,1c2c2b73313fb48987ed02ac044ff68cec69968e,entities-and-resolution.rst,968,entities-and-resolution.rst,Use Imports,high,false,relocated,relocate-conceptual-owner,Before program-structure-and-compilation.rst:181 fls_2v7k7p4v0xra was an early global definition; after entities-and-resolution.rst:1071 fls_2bkcn83smy2y it is defined in Use Imports where aliasing behavior is specified with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=renaming,entities-and-resolution.rst,1071,fls_2bkcn83smy2y,Use Imports,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/entities-and-resolution.rst:1071,completed,not-started,resolved-high,
PQ-044,representation modifier,poor,attributes.rst,1567,fls_8l5b6qxw0c9d,Attribute ``repr``,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,1854,types-and-traits.rst,Type Representation,low_forward_ref,true,relocated,relocate-conceptual-owner,Before attributes.rst:1567 fls_8l5b6qxw0c9d separated the term from layout constraints; after types-and-traits.rst:1854 fls_qkkc8x2oghst it is defined at representation legality in Type Representation and semantics stay Rust 2021 consistent.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=representation modifier,types-and-traits.rst,1854,fls_qkkc8x2oghst,Type Representation,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/types-and-traits.rst:1854,completed,not-started,resolved-high,
PQ-045,return type,poor,functions.rst,141,fls_vljy4mm0zca2,Functions,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,359,expressions.rst,Closure Expressions,low_forward_ref,true,relocated,relocate-conceptual-owner,Before functions.rst:141 fls_vljy4mm0zca2 was broad and distant from closure typing flow; after expressions.rst:3830 fls_UgJgur0z6d4a it is defined where closure return typing is computed and Rust 2021 semantics are unchanged.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=return type,expressions.rst,3830,fls_UgJgur0z6d4a,Closure Expressions,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/expressions.rst:3830,completed,not-started,resolved-high,
PQ-046,safety invariant,poor,unsafety.rst,21,fls_9k2m4p7q1v6n,Unsafety,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,665,attributes.rst,Attribute ``naked``,low_forward_ref,true,relocated,relocate-first-use-owner,Before unsafety.rst:21 fls_9k2m4p7q1v6n lacked immediate operational context; after attributes.rst:874 fls_0tYMAQY1V55p it is defined at naked function UB constraints and preserves Rust 2021 behavior.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=safety invariant,attributes.rst,874,fls_0tYMAQY1V55p,Attribute ``naked``,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/attributes.rst:874,completed,not-started,resolved-high,
PQ-047,self parameter,poor,functions.rst,71,fls_ymeo93t4mz4,Functions,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,3178,types-and-traits.rst,Object Safety,low_forward_ref,true,relocated,relocate-first-use-owner,Before functions.rst:71 fls_ymeo93t4mz4 required jumping chapters for object safety checks; after types-and-traits.rst:3178 fls_k1vc9vd8at92 it is defined in dispatchability rules with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=self parameter,types-and-traits.rst,3178,fls_k1vc9vd8at92,Object Safety,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/types-and-traits.rst:3178,completed,not-started,resolved-high,
PQ-048,shared reference,poor,ownership-and-deconstruction.rst,125,fls_4m2v8k1q9p0s,References,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,1322,types-and-traits.rst,Reference Types,low_forward_ref,true,relocated,relocate-first-use-owner,Before ownership-and-deconstruction.rst:125 fls_4m2v8k1q9p0s was detached from reference type behavior; after types-and-traits.rst:1322 fls_15zdiqsm1q3p it is defined at Copy semantics of shared references with no Rust 2021 meaning change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=shared reference,types-and-traits.rst,1322,fls_15zdiqsm1q3p,Reference Types,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/types-and-traits.rst:1322,completed,not-started,resolved-high,
PQ-049,size,poor,types-and-traits.rst,1694,fls_1pbwigq6f3ha,Type Layout,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2293,expressions.rst,Type Cast Expressions,high,false,relocated,relocate-first-use-owner,Before types-and-traits.rst:1694 fls_1pbwigq6f3ha was distant from active cast rules in this flow; after expressions.rst:2294 fls_kc3gwj9x3jnr it is defined at numeric cast behavior and leaves Rust 2021 semantics unchanged.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=size,expressions.rst,2294,fls_kc3gwj9x3jnr,Type Cast Expressions,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/expressions.rst:2294,completed,not-started,resolved-high,
PQ-050,size operand,poor,types-and-traits.rst,581,fls_4sd5dgy2unq7,Array Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,299,expressions.rst,Array Expressions,high,false,relocated,relocate-first-use-owner,Before types-and-traits.rst:581 fls_4sd5dgy2unq7 separated the term from constant context legality; after expressions.rst:299 fls_fmqar6o1bwqk it is defined at first normative use and Rust 2021 semantics remain unchanged.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=size operand,expressions.rst,299,fls_fmqar6o1bwqk,Constant Expressions,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/expressions.rst:299,completed,not-started,resolved-high,
PQ-051,statement,poor,statements.rst,25,fls_5t8n2p7c0m1d,Statements,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,552,macros.rst,Macro Invocation,low_forward_ref,true,relocated,relocate-first-use-owner,Before statements.rst:25 fls_5t8n2p7c0m1d the definition was away from terminated macro usage; after macros.rst:552 fls_6v06zvi1ctub it is defined where macro invocations gain statement form and Rust 2021 meaning is unchanged.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=statement,macros.rst,552,fls_6v06zvi1ctub,Macro Invocation,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/macros.rst:552,completed,not-started,resolved-high,
PQ-052,temporary,poor,values.rst,251,fls_awpw61yofckz,Temporaries,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,434,expressions.rst,Await Expressions,low_forward_ref,true,relocated,relocate-first-use-owner,Before values.rst:251 fls_awpw61yofckz was detached from expression context classification; after expressions.rst:434 fls_gv4M0DE3OMwk it is defined where place expressions admit temporaries with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=temporary,expressions.rst,434,fls_gv4M0DE3OMwk,Place Expressions,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/expressions.rst:434,completed,not-started,resolved-high,
PQ-053,trait,poor,types-and-traits.rst,3027,fls_tani6lesan9u,Traits,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,222,entities-and-resolution.rst,Path Expression Resolution,low_forward_ref,true,relocated,relocate-first-use-owner,Before types-and-traits.rst:3027 fls_tani6lesan9u delayed the term for path lookup readers; after entities-and-resolution.rst:1746 fls_qbmp0blpoxx9 it is defined at path expression resolution lookup and preserves Rust 2021 meaning.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=trait,entities-and-resolution.rst,1746,fls_qbmp0blpoxx9,Path Expression Resolution,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/entities-and-resolution.rst:1746,completed,not-started,resolved-high,
PQ-054,tuple enum variant value,poor,types-and-traits.rst,797,fls_h2m9k6p4r7vd,Enum Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3459,expressions.rst,Call Expressions,low_forward_ref,true,relocated,relocate-first-use-owner,Before types-and-traits.rst:797 fls_h2m9k6p4r7vd was away from constructor call rules; after expressions.rst:3460 fls_fvgfx17ossd9 it is defined at call expression construction behavior with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=tuple enum variant value,expressions.rst,3460,fls_fvgfx17ossd9,Call Expressions,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/expressions.rst:3460,completed,not-started,resolved-high,
PQ-055,tuple struct value,poor,types-and-traits.rst,952,fls_j9r1c6m3v7kw,Struct Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3459,expressions.rst,Call Expressions,low_forward_ref,true,relocated,relocate-first-use-owner,Before types-and-traits.rst:952 fls_j9r1c6m3v7kw was detached from tuple constructor invocation rules; after expressions.rst:3460 fls_fvgfx17ossd9 it is defined where call expressions build tuple structs and semantics stay Rust 2021 stable.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=tuple struct value,expressions.rst,3460,fls_fvgfx17ossd9,Call Expressions,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/expressions.rst:3460,completed,not-started,resolved-high,
PQ-056,type bound predicate,poor,generics.rst,294,fls_cslGPmVjujHD,Where Clauses,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,3163,types-and-traits.rst,Object Safety,low_forward_ref,true,relocated,relocate-first-use-owner,Before generics.rst:294 fls_cslGPmVjujHD was not near object safety dispatch constraints; after types-and-traits.rst:3163 fls_vmLLL82EQasI it is defined at the exact Self bound check and keeps Rust 2021 semantics unchanged.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=type bound predicate,types-and-traits.rst,3163,fls_vmLLL82EQasI,Object Safety,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/types-and-traits.rst:3163,completed,not-started,resolved-high,
PQ-057,type parameter,poor,generics.rst,105,fls_95eooah0vcqx,Generic Parameters,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,1446,expressions.rst,Arithmetic Expressions,high,false,relocated,relocate-first-use-owner,Before generics.rst:105 fls_95eooah0vcqx required jumping to resolve arithmetic trait wording; after expressions.rst:1446 fls_8imzo7agyx0k it is defined at trait implementation parameter use and preserves Rust 2021 meaning.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=type parameter,expressions.rst,1446,fls_8imzo7agyx0k,Arithmetic Expressions,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/expressions.rst:1446,completed,not-started,resolved-high,
PQ-058,type specification,poor,types-and-traits.rst,54,fls_r3g5n7t2k9vq,Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,355,entities-and-resolution.rst,Scope Hierarchy,low_forward_ref,true,relocated,relocate-first-use-owner,Before types-and-traits.rst:54 fls_r3g5n7t2k9vq was detached from scope-introduction rules that depend on it; after entities-and-resolution.rst:752 fls_9k9hourczbv7 it is defined at first scope hierarchy use with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=type specification,entities-and-resolution.rst,752,fls_9k9hourczbv7,Scope Hierarchy,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/entities-and-resolution.rst:752,completed,not-started,resolved-high,
PQ-059,unifiable,poor,types-and-traits.rst,2052,fls_m4p8k1v7t2qa,Type Unification,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2977,expressions.rst,Struct Expressions,low_forward_ref,true,relocated,relocate-first-use-owner,Before types-and-traits.rst:2052 fls_m4p8k1v7t2qa forced a back-reference from expression typing; after expressions.rst:2978 fls_by21pey7k423 it is defined at operand type compatibility checks with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unifiable,expressions.rst,2978,fls_by21pey7k423,Array Expressions,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/expressions.rst:2978,completed,not-started,resolved-high,
PQ-060,unified type,poor,types-and-traits.rst,2055,fls_v7k2m9p1t4qa,Type Unification,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,710,expressions.rst,Block Expressions,low_forward_ref,true,relocated,relocate-first-use-owner,Before types-and-traits.rst:2055 fls_v7k2m9p1t4qa was distant from block typing outcomes; after expressions.rst:710 fls_ltEygvWDtHXE it is defined at break-type reconciliation in block expressions with no Rust 2021 semantic change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unified type,expressions.rst,710,fls_ltEygvWDtHXE,Block Expressions,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/expressions.rst:710,completed,not-started,resolved-high,
PQ-061,unit enum variant,poor,types-and-traits.rst,786,fls_r2m9k6t1v4pa,Enum Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,652,patterns.rst,Identifier Patterns,low_forward_ref,true,relocated,relocate-first-use-owner,Before types-and-traits.rst:786 fls_r2m9k6t1v4pa the term was separated from identifier pattern name resolution constraints; after patterns.rst:172 fls_r2m9k6t1v4pa it is defined at the pattern rules that consume it and preserves Rust 2021 meaning.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unit enum variant,patterns.rst,172,fls_r2m9k6t1v4pa,Identifier Patterns,3e76012a8b3c70058bfbdcddb7156b1dbd284cb0,src/patterns.rst:172,completed,not-started,resolved-high,
PQ-062,unit struct constant,poor,types-and-traits.rst,961,fls_6c1v8m4p2tqa,Struct Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,patterns.rst,175,patterns.rst,Identifier Patterns,low_forward_ref,true,relocated,relocate-first-use-owner,Before types-and-traits.rst:961 fls_6c1v8m4p2tqa required a chapter jump from identifier pattern matching behavior; after patterns.rst:175 fls_6c1v8m4p2tqa the definition is local to the matching legality checks and keeps Rust 2021 semantics unchanged.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unit struct constant,patterns.rst,175,fls_6c1v8m4p2tqa,Identifier Patterns,3e76012a8b3c70058bfbdcddb7156b1dbd284cb0,src/patterns.rst:175,completed,not-started,resolved-high,
PQ-063,unit type,poor,types-and-traits.rst,699,fls_s1m7q5t2v8wn,Tuple Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,statements.rst,181,types-and-traits.rst,Type Inference,low_forward_ref,true,relocated,relocate-first-use-owner,Before types-and-traits.rst:699 fls_s1m7q5t2v8wn defined the term in tuple taxonomy away from inference fallback rules; after types-and-traits.rst:2641 fls_s1m7q5t2v8wn it is placed where inference unifies to unit and Rust 2021 meaning stays unchanged.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unit type,types-and-traits.rst,2641,fls_s1m7q5t2v8wn,Type Inference,3e76012a8b3c70058bfbdcddb7156b1dbd284cb0,src/types-and-traits.rst:2641,completed,not-started,resolved-high,
PQ-064,unit value,poor,types-and-traits.rst,705,fls_y6c2p9k4m1ra,Tuple Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,740,expressions.rst,Block Expressions,high,false,relocated,relocate-first-use-owner,Before types-and-traits.rst:705 fls_y6c2p9k4m1ra was detached from block expression value rules that produce it; after expressions.rst:726 fls_y6c2p9k4m1ra it is defined at the evaluation point and preserves Rust 2021 semantics.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unit value,expressions.rst,726,fls_y6c2p9k4m1ra,Block Expressions,3e76012a8b3c70058bfbdcddb7156b1dbd284cb0,src/expressions.rst:726,completed,not-started,resolved-high,
PQ-065,unsafe context,poor,unsafety.rst,57,fls_jb6krd90tjmc,Unsafety,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,657,expressions.rst,Field Access Expressions,low_forward_ref,true,relocated,relocate-first-use-owner,Before unsafety.rst:57 fls_jb6krd90tjmc was distant from union field access constraints that rely on it; after expressions.rst:3732 fls_jb6krd90tjmc it is colocated with the requiring rule and keeps Rust 2021 behavior unchanged.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unsafe context,expressions.rst,3732,fls_jb6krd90tjmc,Field Access Expressions,3e76012a8b3c70058bfbdcddb7156b1dbd284cb0,src/expressions.rst:3732,completed,not-started,resolved-high,
PQ-066,unsafe function,poor,functions.rst,204,fls_7ucwmzqtittv,Functions,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,1150,unsafety.rst,Unsafety,low_forward_ref,true,relocated,relocate-conceptual-owner,Before functions.rst:204 fls_7ucwmzqtittv split a safety category away from the unsafety model; after unsafety.rst:48 fls_7ucwmzqtittv the concept is owned in Unsafety beside unsafe operations and Rust 2021 semantics are unchanged.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unsafe function,unsafety.rst,48,fls_7ucwmzqtittv,Unsafety,3e76012a8b3c70058bfbdcddb7156b1dbd284cb0,src/unsafety.rst:48,completed,not-started,resolved-high,
PQ-067,unsafe function pointer type,poor,types-and-traits.rst,1221,fls_5dd7icjcl3nt,Function Pointer Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3494,expressions.rst,Call Expressions,low_forward_ref,true,relocated,relocate-first-use-owner,Before types-and-traits.rst:1221 fls_5dd7icjcl3nt was distant from call-site safety requirements; after expressions.rst:3496 fls_5dd7icjcl3nt it is defined at the call legality rule and semantics remain Rust 2021 equivalent.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unsafe function pointer type,expressions.rst,3496,fls_5dd7icjcl3nt,Call Expressions,3e76012a8b3c70058bfbdcddb7156b1dbd284cb0,src/expressions.rst:3496,completed,not-started,resolved-high,
PQ-068,unsafe operation,poor,unsafety.rst,29,fls_ovn9czwnwxue,Unsafety,1c2c2b73313fb48987ed02ac044ff68cec69968e,attributes.rst,1595,attributes.rst,Attribute ``unsafe``,low_forward_ref,true,relocated,relocate-first-use-owner,Before unsafety.rst:29 fls_ovn9czwnwxue required a backward lookup from the unsafe attribute section; after attributes.rst:1594 fls_ovn9czwnwxue the term is defined where the attribute contracts reference it and Rust 2021 meaning does not change.,pass,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unsafe operation,attributes.rst,1594,fls_ovn9czwnwxue,Attribute ``unsafe``,3e76012a8b3c70058bfbdcddb7156b1dbd284cb0,src/attributes.rst:1594,completed,not-started,resolved-high,
