checklist_id,term,wave,source_set,baseline_file,baseline_line,baseline_dp_id,baseline_section,baseline_commit,first_use_file,first_use_line,recommended_file,recommended_section,placement_priority,placement_fitness_rating,divergence_match_category,divergence_reliability,divergence_similarity,before_evidence_ref,action_type,decision_detail,reason_code,reason_why,reason_quality,semantic_change_flag,review_attention,after_file,after_line,after_dp_id,after_section,after_commit,after_evidence_ref,phase1_status,final_quality,batch_id,quarantine_status,quarantine_reason,notes,rationale_uuid,rationale_inserted_at_utc,rationale_text_sha256,recommendation_priority,recommendation_used,deviation_permit_path,deviation_permit_sha256,deviation_approved_by,deviation_status,definition_operation,definition_similarity,glossary_definition_sha256,chapter_definition_sha256,definition_normalization_version
WB-007,undefined behavior,WB,v2-placement-priority,unsafety.rst,14,fls_r1m7v4k2t9pa,Unsafety,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,348,types-and-traits.rst,Bool Type,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=undefined behavior,move,Inserted undefined behavior definition in Bool Type and demoted Unsafety chapter wording to term usage.,relocate-first-use-owner,"Before at unsafety.rst:14 with dp id fls_r1m7v4k2t9pa, undefined behavior was only chapter-introduced in Unsafety while this wave first reference is in Bool Type validity text. After at types-and-traits.rst:350 with dp id fls_wb007undefbehavior, the canonical sentence is available at first-use context, improving discoverability without changing Rust 2021 semantics.",pass,none,none,types-and-traits.rst,350,fls_wb007undefbehavior,Bool Type,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,59539206-3575-46e7-822f-95f9e7f78776,2026-02-12T23:12:41Z,66ac9e6ce8a501558a2580477b23d09dd3d166c2ff65e26cfd0eec6213e20b26,high,yes,,,,,insert,1.000000,2347f3b7502fd9cef31400c5b52d76a39a42d2cf8820cde41dbd27e7d438bfb1,2347f3b7502fd9cef31400c5b52d76a39a42d2cf8820cde41dbd27e7d438bfb1,v1
WB-008,code point,WB,v2-placement-priority,expressions.rst,2241,fls_4h2v3pk7qz6n,Type Cast Expressions,19e75856eac5694e5d613c7c59b429848d333992,lexical-elements.rst,34,lexical-elements.rst,Character Set,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=code point,move,Promoted code point in Character Set and demoted the Type Cast Expressions occurrence to term usage.,relocate-first-use-owner,"Before at expressions.rst:2248 with contextual dp in Type Cast Expressions, code point appeared inside a cast bullet rather than a chapter definition. After at lexical-elements.rst:34 with dp id fls_4h2v3pk7qz6n, the canonical sentence is in Character Set at first-use location, improving discoverability while preserving Rust 2021 meaning.",pass,none,required,lexical-elements.rst,34,fls_4h2v3pk7qz6n,Character Set,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,97666a44-0f09-45d3-9e52-9cc02286c68e,2026-02-12T23:13:15Z,a8798fa35c527a9caef66289fac39af039ac1ea4a0296aa6a6732c83072eb547,high,yes,,,,,adapt,1.000000,98abe4277e069a673bfb792e0d66226f016c0fe5245a2c9aca4e9e73d27817de,98abe4277e069a673bfb792e0d66226f016c0fe5245a2c9aca4e9e73d27817de,v1
WB-009,receiver operand,WB,v2-placement-priority,entities-and-resolution.rst,1372,fls_mbdS0xiNlj92,Method Resolution,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,3658,expressions.rst,Method Call Expressions,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=receiver operand,move,Promoted receiver operand in Method Call Expressions and demoted Method Resolution-specific markup.,relocate-first-use-owner,"Before at entities-and-resolution.rst:1379 with dp id fls_mbdS0xiNlj92, receiver operand was defined in resolution internals and not where method call syntax first introduces it. After at expressions.rst:3669 with dp id fls_jx3ryre0xs88, the canonical sentence is in Method Call Expressions for first-use discoverability with no Rust 2021 semantic change.",pass,none,none,expressions.rst,3669,fls_jx3ryre0xs88,Method Call Expressions,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,36879cc0-99fb-454b-bed7-8562cb6acc0b,2026-02-12T23:13:15Z,b5cf783a43084d7e9107e6255a27b42fed14bcb2dcb9e55a59fd1e36ae20c78d,high,yes,,,,,promote,1.000000,c4783ec6d861bc4d0ba0b2fcce7452010e67b634d65bf40c63bf9162090f3f6a,c4783ec6d861bc4d0ba0b2fcce7452010e67b634d65bf40c63bf9162090f3f6a,v1
WB-010,associated constant,WB,v2-placement-priority,patterns.rst,379,fls_5y6ae0xqux57,Path Patterns,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,309,expressions.rst,Constant Expressions,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=associated constant,move,Inserted associated constant definition in Constant Expressions and demoted Path Patterns definition markup.,relocate-first-use-owner,"Before at patterns.rst:379 with dp id fls_5y6ae0xqux57, associated constant was defined in pattern matching rules rather than first-use expression context. After at expressions.rst:309 with dp id fls_wb010assocconst, the canonical sentence is in Constant Expressions, improving first-read discoverability and keeping Rust 2021 meaning unchanged.",pass,none,none,expressions.rst,309,fls_wb010assocconst,Constant Expressions,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,49e1cfb5-4311-41c3-850c-1b12db6b8afb,2026-02-12T23:13:16Z,4a5579820e8968cb57c6a728a65eb73a4dcb6146cbdb544e29848e52a6b9f67f,high,yes,,,,,insert,1.000000,cef1f4e7299ded38dd3892069cbdf66ee3caa43f7d637400f5dbd12aec2eca3e,cef1f4e7299ded38dd3892069cbdf66ee3caa43f7d637400f5dbd12aec2eca3e,v1
WB-011,crate root module,WB,v2-placement-priority,entities-and-resolution.rst,973,fls_atvnwly4w8g2,Preludes,19e75856eac5694e5d613c7c59b429848d333992,entities-and-resolution.rst,1002,program-structure-and-compilation.rst,Compilation Roots,high,poor,inline_definition,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=crate root module,move,Promoted crate root module in Compilation Roots and demoted Preludes-local definition markup.,relocate-conceptual-owner,"Before at entities-and-resolution.rst:980 in Preludes, crate root module appeared as part of external prelude rules and not as the owning compilation concept. After at program-structure-and-compilation.rst:210 with dp id fls_fhiqvgdamq5, the canonical sentence is chapter-owned in Compilation Roots, improving ownership and discoverability with no Rust 2021 semantic change.",pass,none,none,program-structure-and-compilation.rst,210,fls_fhiqvgdamq5,Compilation Roots,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,63116751-4314-490c-9ad4-d50baa89f233,2026-02-12T23:13:16Z,008b6b242628daf696095e8599f4855539098a9852b3081f89f94ffba4a990e3,high,yes,,,,,promote,1.000000,fd98366571dafa37df83e89b16da5b33d63f50fbe755fd644f5de5f97f240a29,fd98366571dafa37df83e89b16da5b33d63f50fbe755fd644f5de5f97f240a29,v1
WB-012,associated trait function,WB,v2-placement-priority,implementations.rst,224,fls_qmhduwunxww0,Implementation Conformance,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,294,associated-items.rst,Associated Items,high,poor,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=associated trait function,move,Promoted associated trait function in Associated Items and demoted Implementation Conformance-specific definition markup.,relocate-conceptual-owner,"Before at implementations.rst:224 with dp id fls_qmhduwunxww0, associated trait function was framed in conformance checks instead of the chapter that defines associated items themselves. After at associated-items.rst:107 with dp id fls_b6nns7oqvdpm, the canonical sentence is in the conceptual owner section, improving discoverability without changing Rust 2021 meaning.",pass,none,none,associated-items.rst,107,fls_b6nns7oqvdpm,Associated Items,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,1e0564ef-a14b-474c-84e2-c79c600f0ebe,2026-02-12T23:13:16Z,e9e84e75f10e31b5cb38f7bcdfead3c50625580053380fb6de83ef142080dd55,high,yes,,,,,promote,1.000000,c5118ce93d44a5cbadb84e280f63f81609544ebcbddea2ab7e339df73a85267b,c5118ce93d44a5cbadb84e280f63f81609544ebcbddea2ab7e339df73a85267b,v1
WB-013,size,WB,v2-placement-priority,expressions.rst,2315,fls_1pbwigq6f3ha,Type Cast Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,2319,types-and-traits.rst,Type Layout,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=size,move,Inserted canonical size definition in Type Layout and demoted Type Cast Expressions size markup to term usage.,relocate-conceptual-owner,"Before at expressions.rst:2322, size appeared in cast semantics and not as the chapter-owned definition of layout behavior. After at types-and-traits.rst:1620 with dp id fls_wb013size, the canonical sentence is anchored in Type Layout, improving conceptual ownership and discoverability with no Rust 2021 semantic change.",pass,none,none,types-and-traits.rst,1620,fls_wb013size,Type Layout,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,e38085cf-6372-448d-9997-c5c580ecaafb,2026-02-12T23:13:16Z,e26bdb28ff5093a5c6b20664e524f074c455a68ffbec5ff213d8325ae9666538,high,yes,,,,,insert,1.000000,1b2e460f32688fb43980a025cb6fa80ac59fb4b892de9665563dc936384ab816,1b2e460f32688fb43980a025cb6fa80ac59fb4b892de9665563dc936384ab816,v1
WB-014,floating-point type,WB,v2-placement-priority,expressions.rst,1553,fls_xcUkEjuclTjp,Arithmetic Expressions,19e75856eac5694e5d613c7c59b429848d333992,lexical-elements.rst,1061,lexical-elements.rst,Float Literals,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=floating-point type,move,Inserted floating-point type definition in Float Literals and demoted Arithmetic Expressions-specific definition markup.,relocate-first-use-owner,"Before at expressions.rst:1564, floating-point type appeared in arithmetic operator rules rather than where literals first expose type choice for readers. After at lexical-elements.rst:1064 with dp id fls_wb014floattype, the canonical sentence is in Float Literals, improving first-use discoverability while preserving Rust 2021 semantics.",pass,none,none,lexical-elements.rst,1064,fls_wb014floattype,Float Literals,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,b44c5bb5-731c-44ac-be45-7095e710df5f,2026-02-12T23:13:16Z,ddc2e80e89dfadf0ac1b312d1389fdcdd0fff45511c4eb335383fa67cc512d8c,high,yes,,,,,insert,1.000000,18565162a6aeb0bdb1f8cc761e941d24bf2db0410c8f1adca621a43cfd83bd37,18565162a6aeb0bdb1f8cc761e941d24bf2db0410c8f1adca621a43cfd83bd37,v1
WB-015,safety invariant,WB,v2-placement-priority,attributes.rst,874,fls_0tYMAQY1V55p,Attribute ``naked``,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,659,types-and-traits.rst,Str Type,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=safety invariant,move,Inserted safety invariant definition in Str Type and demoted naked-attribute-specific definition markup.,relocate-first-use-owner,"Before at attributes.rst:874 with dp id fls_0tYMAQY1V55p, safety invariant was defined in a narrow naked-attribute rule instead of a core type-model context. After at types-and-traits.rst:648 with dp id fls_wb015safetyinvar, the canonical sentence appears in Str Type where first-use UB constraints are discussed, improving discoverability without semantic change.",pass,none,none,types-and-traits.rst,648,fls_wb015safetyinvar,Str Type,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,0a857b18-37b7-42bd-9ec2-6cbd981d1a54,2026-02-12T23:13:17Z,b2d506323d72478360cb61d2da911b9fc998baf1df91a259a42bd03867668d8c,high,yes,,,,,insert,1.000000,70304877c899a2413b3b32c76e22cd65489225d0023a402bb539d1234520ea5c,70304877c899a2413b3b32c76e22cd65489225d0023a402bb539d1234520ea5c,v1
WB-016,unit struct,WB,v2-placement-priority,expressions.rst,658,fls_4q6m9t1w7zpa,Path Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,654,expressions.rst,Path Expressions,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=unit struct,move,Verified unit struct is already at the recommended Path Expressions location; no relocation required.,no-change-not-mislocated,"Before and after at expressions.rst:666 with dp id fls_4q6m9t1w7zpa, unit struct is already defined in Path Expressions, matching the canonical glossary text and the recommended location. Keeping this placement preserves ordering and discoverability for first readers and introduces no Rust 2021 semantic change.",pass,none,none,expressions.rst,666,fls_4q6m9t1w7zpa,Path Expressions,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,4ad1c3a3-6482-4f4c-8ea9-4ff36e667427,2026-02-12T23:13:37Z,e2d32028917ab25c0bf2bec13eef6f5bc260406f289eef04dc1c3d25c5308308,high,yes,,,,,promote,1.000000,372ae71aa5ebd080d24126ea1e4b7fe6b4c7a1fcc10a5c292b69d0d160661627,372ae71aa5ebd080d24126ea1e4b7fe6b4c7a1fcc10a5c292b69d0d160661627,v1
WB-017,unsafe context,WB,v2-placement-priority,expressions.rst,3765,fls_jb6krd90tjmc,Field Access Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,662,expressions.rst,Path Expressions,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=unsafe context,,,,,,,,,,,,,,pending,pending,batch-010,open,"definition precheck failed: definition_operation=insert requires positive net insertion and no marker swap (insert_pass=False, swap_detected=True, insert_net=0, file=src/expressions.rst)",,,,,,,,,,,,,,,
WB-018,associated trait constant,WB,v2-placement-priority,implementations.rst,213,fls_v31idwjau90d,Implementation Conformance,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,3643,types-and-traits.rst,Static Lifetime Elision,high,poor,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=associated trait constant,move,Inserted associated trait constant definition in Static Lifetime Elision and demoted Implementation Conformance definition markup.,relocate-first-use-owner,"Before at implementations.rst:213 with dp id fls_v31idwjau90d, associated trait constant was introduced through conformance checks rather than where first-use lifetime-elision rules mention it. After at types-and-traits.rst:3644 with dp id fls_wb018assoctraitconst, the canonical sentence appears in first-use context, improving discoverability while preserving Rust 2021 meaning.",pass,none,none,types-and-traits.rst,3644,fls_wb018assoctraitconst,Static Lifetime Elision,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,4d3494f7-0648-4d40-b324-bb22a9568370,2026-02-12T23:13:37Z,0cf21138aae6448ea26b669470fd125e4c19abf56b8bceaa6baf041cae6b5f3d,high,yes,,,,,insert,1.000000,bbec9e157db48cea4b4ccd41b0862656d730928aa014363e4859c84a17320a20,bbec9e157db48cea4b4ccd41b0862656d730928aa014363e4859c84a17320a20,v1
WB-019,union value,WB,v2-placement-priority,expressions.rst,3270,fls_q7v2m9t4k1pa,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,3267,expressions.rst,Struct Expressions,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=union value,move,Verified union value is already in the recommended Struct Expressions location; no relocation required.,no-change-not-mislocated,"Before and after at expressions.rst:3281 with dp id fls_q7v2m9t4k1pa, union value is already defined in Struct Expressions and the sentence matches the glossary canonical wording. Retaining this placement keeps conceptual ownership and discoverability intact with no Rust 2021 semantic change.",pass,none,none,expressions.rst,3281,fls_q7v2m9t4k1pa,Struct Expressions,ff766f962cba79c4378b21f83105c8909ebc4364,,completed,resolved-high,batch-010,,,,fefddf05-45a3-425a-92d2-929b16bac9ef,2026-02-12T23:13:37Z,d15b82c2536ed40e8c51909696a21052b355ab1661d5d78e6b6317c9d7821d17,high,yes,,,,,promote,1.000000,bb7c26754feac5e78274adbd08b8dd32d5c715295d81213d0bbb3ef384b3dd4a,bb7c26754feac5e78274adbd08b8dd32d5c715295d81213d0bbb3ef384b3dd4a,v1
WB-020,pattern-without-alternation,WB,v2-placement-priority,ownership-and-deconstruction.rst,630,fls_3ycn4u1fe9h,Drop Scope Extension,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,871,ownership-and-deconstruction.rst,Drop Order,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=pattern-without-alternation,,,,,,,,,,,,,,pending,pending,batch-010,open,"definition precheck failed: definition_operation=insert requires positive net insertion and no marker swap (insert_pass=False, swap_detected=True, insert_net=0, file=src/ownership-and-deconstruction.rst)",,,,,,,,,,,,,,,
WB-021,discriminant,WB,v2-placement-priority,expressions.rst,2224,fls_t4yeovFm83Wo,Type Cast Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,786,types-and-traits.rst,Enum Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=discriminant,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-022,field index,WB,v2-placement-priority,expressions.rst,3292,fls_y3p6rtm7ek3l,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,848,types-and-traits.rst,Struct Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=field index,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-023,static,WB,v2-placement-priority,expressions.rst,328,fls_ibrmiwfypldh,Constant Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,431,values.rst,Statics,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=static,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-024,evaluation,WB,v2-placement-priority,expressions.rst,2020,fls_ydt9zvh0h5ex,Comparison Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,122,expressions.rst,Expressions,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=evaluation,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-025,enum variant value,WB,v2-placement-priority,patterns.rst,836,fls_g6dytd6aq62d,Record Struct Patterns,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,756,types-and-traits.rst,Enum Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=enum variant value,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-026,immutable,WB,v2-placement-priority,expressions.rst,4867,fls_RPMOAaZ6lflI,Match Expressions,19e75856eac5694e5d613c7c59b429848d333992,values.rst,17,ffi.rst,External Statics,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=immutable,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-027,signed integer type,WB,v2-placement-priority,expressions.rst,1871,fls_3g2cxq6r7nkp,Bit Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,424,types-and-traits.rst,Integer Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=signed integer type,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-028,execution,WB,v2-placement-priority,statements.rst,51,fls_dl763ssb54q1,Statements,19e75856eac5694e5d613c7c59b429848d333992,statements.rst,44,statements.rst,Statements,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=execution,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-029,function body,WB,v2-placement-priority,types-and-traits.rst,2537,fls_927nfm5mkbsp,Type Inference,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,2573,functions.rst,Functions,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=function body,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-030,attribute content,WB,v2-placement-priority,macros.rst,863,fls_9TMRVlQwAdTB,Token Matching,19e75856eac5694e5d613c7c59b429848d333992,attributes.rst,59,attributes.rst,Attributes,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=attribute content,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-031,borrowed,WB,v2-placement-priority,expressions.rst,1021,fls_ya77l2zgtilp,Borrow Expression,19e75856eac5694e5d613c7c59b429848d333992,values.rst,335,ownership-and-deconstruction.rst,Borrowing,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=borrowed,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-032,irrefutable pattern,WB,v2-placement-priority,statements.rst,86,fls_iqar7vvtw22c,Let Statements,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,2525,patterns.rst,Refutability,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=irrefutable pattern,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-033,record enum variant,WB,v2-placement-priority,expressions.rst,3352,fls_ccqomsereni2,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,900,patterns.rst,Record Struct Patterns,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=record enum variant,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-034,structurally equal,WB,v2-placement-priority,patterns.rst,394,fls_zCswsyuitexI,Path Patterns,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,2421,types-and-traits.rst,Structural Equality,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=structurally equal,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-035,implementation body,WB,v2-placement-priority,entities-and-resolution.rst,542,fls_pmo939jw9m1m,Generic Parameter Scope,19e75856eac5694e5d613c7c59b429848d333992,implementations.rst,52,entities-and-resolution.rst,Self Scope,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=implementation body,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-036,dangling,WB,v2-placement-priority,expressions.rst,1196,fls_9wgldua1u8yt,Dereference Expression,19e75856eac5694e5d613c7c59b429848d333992,values.rst,58,values.rst,Values,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=dangling,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-037,pointer,WB,v2-placement-priority,expressions.rst,2265,fls_TGJQnwS4v9nZ,Type Cast Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,599,patterns.rst,Reference Patterns,high,poor,inline_definition,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=pointer,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-038,underscore expression,WB,v2-placement-priority,inline-assembly.rst,708,fls_pydmv629vfuu,Register Arguments,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,845,macros.rst,Token Matching,high,poor,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=underscore expression,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-039,element type,WB,v2-placement-priority,expressions.rst,3016,fls_wmsekin1gd2y,Array Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,666,types-and-traits.rst,Array Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=element type,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-040,mutable variable,WB,v2-placement-priority,expressions.rst,471,fls_kBX7Qa4S2VnM,Place Expressions,19e75856eac5694e5d613c7c59b429848d333992,values.rst,265,values.rst,Variables,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=mutable variable,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-041,discriminant initializer,WB,v2-placement-priority,expressions.rst,319,fls_IhqHv2D1nuXj,Constant Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,789,types-and-traits.rst,Enum Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=discriminant initializer,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-042,[unifiable type]s,WB,v2-placement-priority,patterns.rst,88,fls_aie0tr62vhw5,Patterns,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,2005,types-and-traits.rst,Type Unification,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=[unifiable type]s,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-043,elaboration,WB,v2-placement-priority,values.rst,134,fls_xezt9hl069h4,Constants,19e75856eac5694e5d613c7c59b429848d333992,items.rst,53,items.rst,Items,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=elaboration,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-044,exported function,WB,v2-placement-priority,attributes.rst,827,fls_ddg0u5lej74x,Attribute ``track_caller``,19e75856eac5694e5d613c7c59b429848d333992,general.rst,224,attributes.rst,Attribute ``no_mangle``,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=exported function,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-045,expression-with-block,WB,v2-placement-priority,entities-and-resolution.rst,589,fls_huvo0mp2i6fb,Item Scope,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,82,entities-and-resolution.rst,Use Imports,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=expression-with-block,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-046,external function item type,WB,v2-placement-priority,expressions.rst,3540,fls_8ljrgdept7s8,Call Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,1104,types-and-traits.rst,Function Item Types,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=external function item type,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-047,mutable,WB,v2-placement-priority,expressions.rst,3129,fls_y3sduoma6q9v,Indexing Expressions,19e75856eac5694e5d613c7c59b429848d333992,values.rst,20,values.rst,Values,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=mutable,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-048,where clause,WB,v2-placement-priority,entities-and-resolution.rst,525,fls_3nqb7p5ifvio,Generic Parameter Scope,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,1586,types-and-traits.rst,Type Aliases,medium,questionable,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=where clause,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-049,associated function,WB,v2-placement-priority,types-and-traits.rst,3109,fls_lj7492aq7fzo,Object Safety,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,3113,associated-items.rst,Associated Items,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=associated function,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-050,renaming,WB,v2-placement-priority,entities-and-resolution.rst,1079,fls_2bkcn83smy2y,Use Imports,19e75856eac5694e5d613c7c59b429848d333992,entities-and-resolution.rst,975,entities-and-resolution.rst,Preludes,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=renaming,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-051,separator,WB,v2-placement-priority,macros.rst,899,fls_ghqjk6xj85ng,Token Matching,19e75856eac5694e5d613c7c59b429848d333992,lexical-elements.rst,189,lexical-elements.rst,"Lexical Elements, Separators, and Punctuation",medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=separator,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
WB-052,struct pattern,WB,v2-placement-priority,expressions.rst,2508,fls_vjdkpr3zml51,Destructuring Assignment,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,765,patterns.rst,Struct Patterns,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=struct pattern,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,,,,,,
