checklist_id,term,wave,source_set,baseline_file,baseline_line,baseline_dp_id,baseline_section,baseline_commit,first_use_file,first_use_line,recommended_file,recommended_section,placement_priority,placement_fitness_rating,divergence_match_category,divergence_reliability,divergence_similarity,before_evidence_ref,action_type,decision_detail,reason_code,reason_why,reason_quality,semantic_change_flag,review_attention,after_file,after_line,after_dp_id,after_section,after_commit,after_evidence_ref,phase1_status,final_quality,batch_id,quarantine_status,quarantine_reason,notes
WB-016,unit struct,WB,v2-placement-priority,expressions.rst,658,fls_4q6m9t1w7zpa,Path Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,654,expressions.rst,Path Expressions,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=unit struct,move,Moved canonical :dt: from expressions.rst::Path Expressions to expressions.rst::Path Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:958 fls_4q6m9t1w7zpa was distant from path expression resolution categories; after expressions.rst:657 fls_4q6m9t1w7zpa it is defined at first path expression use with no Rust 2021 semantic change.,pass,none,none,expressions.rst,657,fls_4q6m9t1w7zpa,Path Expressions,26e6f487a9270d75b1ff58d17e6bf82f81f89405,src/expressions.rst:657,completed,resolved-high,26e6f487a927,,,Imported from prior remediation ledger row PQ-197
WB-017,unsafe context,WB,v2-placement-priority,expressions.rst,3765,fls_jb6krd90tjmc,Field Access Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,662,expressions.rst,Path Expressions,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=unsafe context,move,Moved canonical :dt: from expressions.rst::Field Access Expressions to expressions.rst::Field Access Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before unsafety.rst:57 fls_jb6krd90tjmc was distant from union field access constraints that rely on it; after expressions.rst:3732 fls_jb6krd90tjmc it is colocated with the requiring rule and keeps Rust 2021 behavior unchanged.,pass,none,none,expressions.rst,3732,fls_jb6krd90tjmc,Field Access Expressions,3e76012a8b3c70058bfbdcddb7156b1dbd284cb0,src/expressions.rst:3732,completed,resolved-high,3e76012a8b3c,,,Imported from prior remediation ledger row PQ-065
WB-018,associated trait constant,WB,v2-placement-priority,implementations.rst,213,fls_v31idwjau90d,Implementation Conformance,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,3643,types-and-traits.rst,Static Lifetime Elision,high,poor,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=associated trait constant,move,Moved canonical :dt: from implementations.rst::Implementation Conformance to implementations.rst::Implementation Conformance and retained traceability to prior remediation evidence.,relocate-conceptual-owner,Before associated-items.rst:115 fls_x564isbhobym the definition was broad and far from conformance rules; after implementations.rst:213 fls_v31idwjau90d it is anchored where trait constant conformance is specified and keeps Rust 2021 meaning unchanged.,pass,none,none,implementations.rst,213,fls_v31idwjau90d,Implementation Conformance,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/implementations.rst:213,completed,resolved-high,e36e04ac1815,,,Imported from prior remediation ledger row PQ-004
WB-019,union value,WB,v2-placement-priority,expressions.rst,3270,fls_q7v2m9t4k1pa,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,3267,expressions.rst,Struct Expressions,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=union value,move,Moved canonical :dt: from expressions.rst::Struct Expressions to expressions.rst::Struct Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:1035 fls_q7v2m9t4k1pa was separated from struct expression construction rules; after expressions.rst:3265 fls_q7v2m9t4k1pa it is defined where constructee semantics use it and Rust 2021 meaning is unchanged.,pass,none,none,expressions.rst,3265,fls_q7v2m9t4k1pa,Struct Expressions,26e6f487a9270d75b1ff58d17e6bf82f81f89405,src/expressions.rst:3265,completed,resolved-high,26e6f487a927,,,Imported from prior remediation ledger row PQ-196
WB-020,pattern-without-alternation,WB,v2-placement-priority,ownership-and-deconstruction.rst,630,fls_3ycn4u1fe9h,Drop Scope Extension,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,871,ownership-and-deconstruction.rst,Drop Order,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=pattern-without-alternation,move,Moved canonical :dt: from ownership-and-deconstruction.rst::Drop Scope Extension to ownership-and-deconstruction.rst::Drop Scope Extension and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before patterns.rst:48 fls_mp6i4blzexnu was detached from the drop scope extension rule that depends on this shape; after ownership-and-deconstruction.rst:626 fls_3ycn4u1fe9h it is defined at first-use in drop scope logic with no Rust 2021 semantic change.,pass,none,none,ownership-and-deconstruction.rst,626,fls_3ycn4u1fe9h,Drop Scope Extension,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/ownership-and-deconstruction.rst:626,completed,resolved-high,69af449c3644,,,Imported from prior remediation ledger row PQ-038
WB-021,discriminant,WB,v2-placement-priority,expressions.rst,2224,fls_t4yeovFm83Wo,Type Cast Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,786,types-and-traits.rst,Enum Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=discriminant,move,Moved canonical :dt: from expressions.rst::Type Cast Expressions to expressions.rst::Type Cast Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:807 fls_t4yeovFm83Wo was separated from enum cast behavior; after expressions.rst:2210 fls_le6bchl25ewz defines it where cast semantics consume the value with no Rust 2021 semantic change.,pass,none,none,expressions.rst,2210,fls_le6bchl25ewz,Type Cast Expressions,3c513af76bfe06a66ce8a8bb283a56a6cf639c95,src/expressions.rst:2210,completed,resolved-high,3c513af76bfe,,,Imported from prior remediation ledger row PQ-107
WB-022,field index,WB,v2-placement-priority,expressions.rst,3292,fls_y3p6rtm7ek3l,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,848,types-and-traits.rst,Struct Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=field index,move,Moved canonical :dt: from expressions.rst::Struct Expressions to expressions.rst::Struct Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:977 fls_3QSa0wGQtbHh the term was not at the initializer matching rule that depends on it; after expressions.rst:3264 fls_y3p6rtm7ek3l it is defined at active use and Rust 2021 semantics are preserved.,pass,none,none,expressions.rst,3264,fls_y3p6rtm7ek3l,Struct Expressions,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/expressions.rst:3264,completed,resolved-high,e36e04ac1815,,,Imported from prior remediation ledger row PQ-017
WB-023,static,WB,v2-placement-priority,expressions.rst,328,fls_ibrmiwfypldh,Constant Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,431,values.rst,Statics,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=static,move,Moved canonical :dt: from expressions.rst::Constant Expressions to expressions.rst::Constant Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,"Before values.rst:168 fls_ibrmiwfypldh, static was defined away from constant-context constraints that consume it; after expressions.rst:328 fls_ib8p7dfwddx2, it is defined at first normative constant-expression admission use, improving first-use discoverability with no Rust 2021 semantic change.",pass,none,none,expressions.rst,328,fls_ib8p7dfwddx2,Constant Expressions,cf1d449c54f72aebf5f22d78f1a2376dccb02988,src/expressions.rst:328,completed,resolved-high,cf1d449c54f7,,,Imported from prior remediation ledger row PQ-173
WB-024,evaluation,WB,v2-placement-priority,expressions.rst,2020,fls_ydt9zvh0h5ex,Comparison Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,122,expressions.rst,Expressions,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=evaluation,retain,Retained canonical location in expressions.rst::Comparison Expressions with ordering/forward-reference mitigation captured in prior remediation evidence.,retain-reordered,Before expressions.rst:122 fls_1223lwh4nq49 was detached from concrete evaluation-step semantics; after expressions.rst:2006 fls_ydt9zvh0h5ex defines it at the first explicit evaluation procedure with no Rust 2021 semantic change.,pass,none,none,expressions.rst,2006,fls_ydt9zvh0h5ex,Comparison Expressions,3c513af76bfe06a66ce8a8bb283a56a6cf639c95,src/expressions.rst:2006,completed,resolved-high,3c513af76bfe,,,Imported from prior remediation ledger row PQ-115
WB-025,enum variant value,WB,v2-placement-priority,patterns.rst,836,fls_g6dytd6aq62d,Record Struct Patterns,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,756,types-and-traits.rst,Enum Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=enum variant value,move,Moved canonical :dt: from patterns.rst::Record Struct Patterns to patterns.rst::Record Struct Patterns and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:774 fls_KTzAGty3T5fF the term was defined outside deconstruction rules; after patterns.rst:821 fls_g6dytd6aq62d it is defined where pattern matching consumes it and Rust 2021 semantics are unchanged.,pass,none,none,patterns.rst,821,fls_g6dytd6aq62d,Record Struct Patterns,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/patterns.rst:821,completed,resolved-high,e36e04ac1815,,,Imported from prior remediation ledger row PQ-013
WB-026,immutable,WB,v2-placement-priority,expressions.rst,4867,fls_RPMOAaZ6lflI,Match Expressions,19e75856eac5694e5d613c7c59b429848d333992,values.rst,17,ffi.rst,External Statics,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=immutable,move,Moved canonical :dt: from expressions.rst::Match Expressions to expressions.rst::Match Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before values.rst:21 fls_CEBZEvtmIRGv defined the term away from where binding behavior is specified; after expressions.rst:4816 fls_RPMOAaZ6lflI it is defined in match guard semantics for first-use clarity with no Rust 2021 semantic change.,pass,none,none,expressions.rst,4816,fls_RPMOAaZ6lflI,Match Expressions,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/expressions.rst:4816,completed,resolved-high,69af449c3644,,,Imported from prior remediation ledger row PQ-023
WB-027,signed integer type,WB,v2-placement-priority,expressions.rst,1871,fls_3g2cxq6r7nkp,Bit Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,424,types-and-traits.rst,Integer Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=signed integer type,move,Moved canonical :dt: from expressions.rst::Bit Expressions to expressions.rst::Bit Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,"Before types-and-traits.rst:427 fls_3g2cxq6r7nkp, signed integer type was distant from shift-right sign-fill behavior; after expressions.rst:1860 fls_r02OGonXp93A, the term is defined at first normative bit-expression use, improving first-use discoverability with no Rust 2021 semantic change.",pass,none,none,expressions.rst,1860,fls_r02OGonXp93A,Bit Expressions,cf1d449c54f72aebf5f22d78f1a2376dccb02988,src/expressions.rst:1860,completed,resolved-high,cf1d449c54f7,,,Imported from prior remediation ledger row PQ-170
WB-028,execution,WB,v2-placement-priority,statements.rst,51,fls_dl763ssb54q1,Statements,19e75856eac5694e5d613c7c59b429848d333992,statements.rst,44,statements.rst,Statements,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=execution,retain,Retained canonical location in statements.rst::Statements with ordering/forward-reference mitigation captured in prior remediation evidence.,retain-reordered,Before statements.rst:44 fls_estqu395zxgk introduced the term before any operational rule; after statements.rst:51 fls_dl763ssb54q1 the term is defined at first executable statement behavior with no Rust 2021 semantic change.,pass,none,none,statements.rst,51,fls_dl763ssb54q1,Statements,3c513af76bfe06a66ce8a8bb283a56a6cf639c95,src/statements.rst:51,completed,resolved-high,3c513af76bfe,,,Imported from prior remediation ledger row PQ-116
WB-029,function body,WB,v2-placement-priority,types-and-traits.rst,2537,fls_927nfm5mkbsp,Type Inference,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,2573,functions.rst,Functions,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=function body,move,Moved canonical :dt: from types-and-traits.rst::Type Inference to types-and-traits.rst::Type Inference and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before functions.rst:153 fls_927nfm5mkbsp the definition was outside inference root rules that consume it; after types-and-traits.rst:2585 fls_Sowatt1V988J it is defined at direct usage and Rust 2021 meaning remains unchanged.,pass,none,none,types-and-traits.rst,2585,fls_Sowatt1V988J,Type Inference,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/types-and-traits.rst:2585,completed,resolved-high,e36e04ac1815,,,Imported from prior remediation ledger row PQ-019
WB-030,attribute content,WB,v2-placement-priority,macros.rst,863,fls_9TMRVlQwAdTB,Token Matching,19e75856eac5694e5d613c7c59b429848d333992,attributes.rst,59,attributes.rst,Attributes,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=attribute content,move,Moved canonical :dt: from macros.rst::Token Matching to macros.rst::Token Matching and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before attributes.rst:59 fls_9TMRVlQwAdTB the term was detached from macro matcher requirements; after macros.rst:862 fls_wtol98rrqka5 it is defined at the fragment specifier rule that uses it and semantics remain identical for Rust 2021.,pass,none,none,macros.rst,862,fls_wtol98rrqka5,Token Matching,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/macros.rst:862,completed,resolved-high,e36e04ac1815,,,Imported from prior remediation ledger row PQ-005
WB-031,borrowed,WB,v2-placement-priority,expressions.rst,1021,fls_ya77l2zgtilp,Borrow Expression,19e75856eac5694e5d613c7c59b429848d333992,values.rst,335,ownership-and-deconstruction.rst,Borrowing,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=borrowed,move,Moved canonical :dt: from expressions.rst::Borrow Expression to expressions.rst::Borrow Expression and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before ownership-and-deconstruction.rst:168 fls_yL6cMahJUIqO the term was distant from borrow expression behavior; after expressions.rst:1008 fls_ya77l2zgtilp it is defined at the transition to borrowed state and preserves Rust 2021 semantics.,pass,none,none,expressions.rst,1008,fls_ya77l2zgtilp,Borrow Expression,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/expressions.rst:1008,completed,resolved-high,e36e04ac1815,,,Imported from prior remediation ledger row PQ-006
WB-032,irrefutable pattern,WB,v2-placement-priority,statements.rst,86,fls_iqar7vvtw22c,Let Statements,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,2525,patterns.rst,Refutability,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=irrefutable pattern,move,Moved canonical :dt: from statements.rst::Let Statements to statements.rst::Let Statements and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before patterns.rst:102 fls_9fjspnefoyvz was separated from let-statement legality checks; after statements.rst:86 fls_iqar7vvtw22c defines it at first normative use and keeps Rust 2021 semantics unchanged.,pass,none,none,statements.rst,86,fls_iqar7vvtw22c,Let Statements,63675ef2e903e465618ce0f58a45874e945a4b57,src/statements.rst:86,completed,resolved-high,63675ef2e903,,,Imported from prior remediation ledger row PQ-139
WB-033,record enum variant,WB,v2-placement-priority,expressions.rst,3352,fls_ccqomsereni2,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,900,patterns.rst,Record Struct Patterns,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=record enum variant,move,Moved canonical :dt: from expressions.rst::Struct Expressions to expressions.rst::Struct Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:789 fls_9vlr65nzdwf2 was remote from constructor legality; after expressions.rst:3324 fls_ccqomsereni2 it is defined at struct expression constructee checks and keeps Rust 2021 meaning unchanged.,pass,none,none,expressions.rst,3324,fls_ccqomsereni2,Struct Expressions,8f95531de31ad39cef0600be7c54a09f28bf0dbc,src/expressions.rst:3324,completed,resolved-high,8f95531de31a,,,Imported from prior remediation ledger row PQ-042
WB-034,structurally equal,WB,v2-placement-priority,patterns.rst,394,fls_zCswsyuitexI,Path Patterns,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,2421,types-and-traits.rst,Structural Equality,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=structurally equal,move,Moved canonical :dt: from patterns.rst::Path Patterns to patterns.rst::Path Patterns and retained traceability to prior remediation evidence.,relocate-first-use-owner,"Before types-and-traits.rst:2466 fls_uVTpA7gbLCYX, structurally equal was defined away from path-pattern constant admissibility checks; after patterns.rst:394 fls_zCswsyuitexI, it is defined at first normative pattern use, improving first-use discoverability with no Rust 2021 semantic change.",pass,none,none,patterns.rst,394,fls_zCswsyuitexI,Path Patterns,cf1d449c54f72aebf5f22d78f1a2376dccb02988,src/patterns.rst:394,completed,resolved-high,cf1d449c54f7,,,Imported from prior remediation ledger row PQ-178
WB-035,implementation body,WB,v2-placement-priority,entities-and-resolution.rst,542,fls_pmo939jw9m1m,Generic Parameter Scope,19e75856eac5694e5d613c7c59b429848d333992,implementations.rst,52,entities-and-resolution.rst,Self Scope,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=implementation body,move,Moved canonical :dt: from entities-and-resolution.rst::Generic Parameter Scope to entities-and-resolution.rst::Generic Parameter Scope and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before implementations.rst:52 fls_Mcpdzzcw43M7 defined the term away from generic-parameter scope ownership; after entities-and-resolution.rst:545 fls_pmo939jw9m1m defines it at the scope rule that uses it and no Rust 2021 semantic change occurs.,pass,none,none,entities-and-resolution.rst,545,fls_pmo939jw9m1m,Generic Parameter Scope,63675ef2e903e465618ce0f58a45874e945a4b57,src/entities-and-resolution.rst:545,completed,resolved-high,63675ef2e903,,,Imported from prior remediation ledger row PQ-133
WB-036,dangling,WB,v2-placement-priority,expressions.rst,1196,fls_9wgldua1u8yt,Dereference Expression,19e75856eac5694e5d613c7c59b429848d333992,values.rst,58,values.rst,Values,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=dangling,move,Moved canonical :dt: from expressions.rst::Dereference Expression to expressions.rst::Dereference Expression and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before values.rst:62 fls_649WudgnmRKE the term was not near immediate UB checks; after expressions.rst:1183 fls_9wgldua1u8yt it is defined at dereference undefined behavior and preserves Rust 2021 interpretation.,pass,none,none,expressions.rst,1183,fls_9wgldua1u8yt,Dereference Expression,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/expressions.rst:1183,completed,resolved-high,e36e04ac1815,,,Imported from prior remediation ledger row PQ-012
WB-037,pointer,WB,v2-placement-priority,expressions.rst,2265,fls_TGJQnwS4v9nZ,Type Cast Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,599,patterns.rst,Reference Patterns,high,poor,inline_definition,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=pointer,move,Moved canonical :dt: from expressions.rst::Type Cast Expressions to expressions.rst::Type Cast Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:1175 fls_TGJQnwS4v9nZ was not near address-to-pointer cast behavior that needs the term; after expressions.rst:2244 fls_59mpteeczzo it is defined at first normative cast use and no Rust 2021 semantic change occurs.,pass,none,none,expressions.rst,2244,fls_59mpteeczzo,Type Cast Expressions,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/expressions.rst:2244,completed,resolved-high,69af449c3644,,,Imported from prior remediation ledger row PQ-040
WB-038,underscore expression,WB,v2-placement-priority,inline-assembly.rst,708,fls_pydmv629vfuu,Register Arguments,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,845,macros.rst,Token Matching,high,poor,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=underscore expression,move,Moved canonical :dt: from inline-assembly.rst::Register Arguments to inline-assembly.rst::Register Arguments and retained traceability to prior remediation evidence.,relocate-conceptual-owner,Before expressions.rst:2870 fls_pydmv629vfuu sat away from inline assembly register argument rules that rely on it; after inline-assembly.rst:707 fls_pydmv629vfuu it is defined where simple register expressions are constrained with no Rust 2021 semantic change.,pass,none,none,inline-assembly.rst,707,fls_pydmv629vfuu,Register Arguments,26e6f487a9270d75b1ff58d17e6bf82f81f89405,src/inline-assembly.rst:707,completed,resolved-high,26e6f487a927,,,Imported from prior remediation ledger row PQ-193
WB-039,element type,WB,v2-placement-priority,expressions.rst,3016,fls_wmsekin1gd2y,Array Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,666,types-and-traits.rst,Array Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=element type,move,Moved canonical :dt: from expressions.rst::Array Expressions to expressions.rst::Array Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:577 fls_mRbOQQQPbVyU required jumping from array expression typing rules; after expressions.rst:3001 fls_wmsekin1gd2y defines it where array expression type formation uses it with no Rust 2021 semantic change.,pass,none,none,expressions.rst,3001,fls_wmsekin1gd2y,Array Expressions,3c513af76bfe06a66ce8a8bb283a56a6cf639c95,src/expressions.rst:3001,completed,resolved-high,3c513af76bfe,,,Imported from prior remediation ledger row PQ-110
WB-040,mutable variable,WB,v2-placement-priority,expressions.rst,471,fls_kBX7Qa4S2VnM,Place Expressions,19e75856eac5694e5d613c7c59b429848d333992,values.rst,265,values.rst,Variables,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=mutable variable,move,Moved canonical :dt: from expressions.rst::Place Expressions to expressions.rst::Place Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before values.rst:273 fls_kBX7Qa4S2VnM required a chapter jump from place expression rules to resolve meaning; after expressions.rst:469 fls_m0gbw9myylv2 the definition is local to mutability context and no Rust 2021 semantic change occurs.,pass,none,none,expressions.rst,469,fls_m0gbw9myylv2,Place Expressions,69af449c36447c82f24e1ec8021f28ed6ac5f57f,src/expressions.rst:469,completed,resolved-high,69af449c3644,,,Imported from prior remediation ledger row PQ-035
WB-041,discriminant initializer,WB,v2-placement-priority,expressions.rst,319,fls_IhqHv2D1nuXj,Constant Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,789,types-and-traits.rst,Enum Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=discriminant initializer,move,Moved canonical :dt: from expressions.rst::Constant Expressions to expressions.rst::Constant Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:810 fls_IhqHv2D1nuXj sat away from constant-context admission rules; after expressions.rst:319 fls_66m2hwkju0vv defines it at first normative constant-context use with no Rust 2021 semantic change.,pass,none,none,expressions.rst,319,fls_66m2hwkju0vv,Constant Expressions,3c513af76bfe06a66ce8a8bb283a56a6cf639c95,src/expressions.rst:319,completed,resolved-high,3c513af76bfe,,,Imported from prior remediation ledger row PQ-108
WB-042,[unifiable type]s,WB,v2-placement-priority,patterns.rst,88,fls_aie0tr62vhw5,Patterns,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,2005,types-and-traits.rst,Type Unification,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=[unifiable type]s,move,Moved canonical :dt: from patterns.rst::Patterns to patterns.rst::Patterns and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:2058 fls_aie0tr62vhw5 was distant from first normative use and reduced discoverability; after patterns.rst:88 fls_kv533rntni1x defines it at the pattern typing constraint point with no Rust 2021 semantic change.,pass,none,none,patterns.rst,88,fls_kv533rntni1x,Patterns,e36e04ac1815930f9dbabd6de3f8c0bcc1a55d7e,src/patterns.rst:88,completed,resolved-high,e36e04ac1815,,,Imported from prior remediation ledger row PQ-001
WB-043,elaboration,WB,v2-placement-priority,values.rst,134,fls_xezt9hl069h4,Constants,19e75856eac5694e5d613c7c59b429848d333992,items.rst,53,items.rst,Items,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=elaboration,move,Moved canonical :dt: from values.rst::Constants to values.rst::Constants and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before items.rst:53 fls_hil5f7y4xdhe separated the term from constant dynamic semantics; after values.rst:134 fls_xezt9hl069h4 defines it at first constant elaboration rule with no Rust 2021 semantic change.,pass,none,none,values.rst,134,fls_xezt9hl069h4,Constants,3c513af76bfe06a66ce8a8bb283a56a6cf639c95,src/values.rst:134,completed,resolved-high,3c513af76bfe,,,Imported from prior remediation ledger row PQ-109
WB-044,exported function,WB,v2-placement-priority,attributes.rst,827,fls_ddg0u5lej74x,Attribute ``track_caller``,19e75856eac5694e5d613c7c59b429848d333992,general.rst,224,attributes.rst,Attribute ``no_mangle``,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=exported function,move,Moved canonical :dt: from attributes.rst::Attribute ``track_caller`` to attributes.rst::Attribute ``track_caller`` and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before attributes.rst:1491 fls_VKuSiswPMll7 was removed from first-use track_caller undefined behavior text; after attributes.rst:827 fls_ddg0u5lej74x defines it at first governing use with no Rust 2021 semantic change.,pass,none,none,attributes.rst,827,fls_ddg0u5lej74x,Attribute ``track_caller``,3c513af76bfe06a66ce8a8bb283a56a6cf639c95,src/attributes.rst:827,completed,resolved-high,3c513af76bfe,,,Imported from prior remediation ledger row PQ-117
WB-045,expression-with-block,WB,v2-placement-priority,entities-and-resolution.rst,589,fls_huvo0mp2i6fb,Item Scope,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,82,entities-and-resolution.rst,Use Imports,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=expression-with-block,move,Moved canonical :dt: from entities-and-resolution.rst::Item Scope to entities-and-resolution.rst::Item Scope and retained traceability to prior remediation evidence.,relocate-conceptual-owner,Before expressions.rst:82 fls_xmklb3070sp was generic and distant from scope effects; after entities-and-resolution.rst:587 fls_huvo0mp2i6fb defines it in item-scope legality where ownership is clearer with no Rust 2021 semantic change.,pass,none,none,entities-and-resolution.rst,587,fls_huvo0mp2i6fb,Item Scope,3c513af76bfe06a66ce8a8bb283a56a6cf639c95,src/entities-and-resolution.rst:587,completed,resolved-high,3c513af76bfe,,,Imported from prior remediation ledger row PQ-118
WB-046,external function item type,WB,v2-placement-priority,expressions.rst,3540,fls_8ljrgdept7s8,Call Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,1104,types-and-traits.rst,Function Item Types,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=external function item type,move,Moved canonical :dt: from expressions.rst::Call Expressions to expressions.rst::Call Expressions and retained traceability to prior remediation evidence.,relocate-first-use-owner,Before types-and-traits.rst:1145 fls_sas3ahcshnrh was separated from unsafe call-site requirements; after expressions.rst:3508 fls_8ljrgdept7s8 defines it at the call legality gate with no Rust 2021 semantic change.,pass,none,none,expressions.rst,3508,fls_8ljrgdept7s8,Call Expressions,3c513af76bfe06a66ce8a8bb283a56a6cf639c95,src/expressions.rst:3508,completed,resolved-high,3c513af76bfe,,,Imported from prior remediation ledger row PQ-120
